order_id,order_date,product,category,quantity,price,total_sales,city,store,sales_channel,payment_method,discount,profit
ORD10459,05/01/2024,Backpack,Accessories,4,232.63,856.08,Kano,Store C,Online,Mobile Money,0.08,204.9
ORD10460,01/09/2024,Phone Case,Accessories,2,185.06,362.72,Ibadan,Store A,Offline,Card,0.02,46.62
ORD10461,24/06/2024,USB Cable,Electronics,3,274.58,700.18,Port Harcourt,Store C,Online,Mobile Money,0.15,185.46
ORD10462,17/10/2024,Standing Desk,Furniture,4,189.37,621.13,Abuja,Store C,Online,Card,0.18,100.36
ORD10463,04/07/2024,Drawer Cabinet,Furniture,1,279.14,256.81,Port Harcourt,Store D,Online,Transfer,0.08,60.16
ORD10464,07/07/2024,Phone Case,Accessories,2,272.71,479.97,Lagos,Store D,Offline,Mobile Money,0.12,90.82
ORD10465,21/12/2024,Notebook,Stationery,4,142.74,548.12,Lagos,Store C,Offline,Cash,0.04,151.23
ORD10466,03/05/2024,Desk Organizer,Stationery,3,135,328.05,Lagos,Store B,Offline,Transfer,0.19,44.68
ORD10467,09/12/2024,Standing Desk,Furniture,4,110.55,349.34,Abuja,Store D,Offline,Transfer,0.21,38.34
ORD10468,17/05/2024,Backpack,Accessories,5,81.78,400.72,Port Harcourt,Store B,Offline,Cash,0.02,50.45
ORD10469,29/05/2024,Bookshelf,Furniture,1,128.05,106.28,Kano,Store D,Online,Mobile Money,0.17,33.15
ORD10470,18/10/2024,Standing Desk,Furniture,4,40.8,124.03,Kano,Store A,Online,Card,0.24,38.65
ORD10471,13/02/2024,Pen Pack,Stationery,4,31.77,99.12,Ibadan,Store A,Online,Cash,0.22,20.85
ORD10472,05/10/2024,Phone Case,Accessories,4,133.64,497.14,Lagos,Store A,Offline,Card,0.07,125.19
ORD10473,19/06/2024,Standing Desk,Furniture,1,295.17,227.28,Ibadan,Store A,Offline,Transfer,0.23,25.11
ORD10474,09/05/2024,Pen Pack,Stationery,4,285.68,1119.87,Lagos,Store A,Offline,Cash,0.02,389.56
ORD10475,02/02/2024,Phone Case,Accessories,4,27.32,92.89,Ibadan,Store D,Offline,Card,0.15,28.86
ORD10476,17/05/2024,Drawer Cabinet,Furniture,4,188.7,724.61,Kano,Store A,Offline,Mobile Money,0.04,93.57
ORD10477,22/08/2024,Standing Desk,Furniture,3,123.07,343.37,Kano,Store C,Offline,Card,0.07,86.33
ORD10478,09/08/2024,USB Cable,Electronics,5,70.74,300.64,Kano,Store A,Online,Card,0.15,56.18
ORD10479,13/02/2024,Bookshelf,Furniture,2,219.26,416.59,Kano,Store B,Online,Transfer,0.05,58.72
ORD10480,24/10/2024,Stapler,Stationery,3,130,315.9,Ibadan,Store B,Online,Mobile Money,0.19,31.71
ORD10481,27/07/2024,USB Cable,Electronics,1,83.14,64.02,Abuja,Store B,Offline,Cash,0.23,18.78
ORD10482,17/11/2024,Laptop Sleeve,Accessories,4,17.72,60.25,Abuja,Store A,Online,Transfer,0.15,6.05
ORD10483,27/03/2024,Drawer Cabinet,Furniture,5,111.3,428.5,Abuja,Store B,Offline,Card,0.23,124.7
ORD10484,23/01/2024,Phone Case,Accessories,3,83.79,223.72,Abuja,Store B,Offline,Cash,0.11,54.39
ORD10485,07/09/2024,Laptop Sleeve,Accessories,3,216.3,609.97,Ibadan,Store B,Offline,Transfer,0.06,189.53
ORD10486,01/08/2024,USB Cable,Electronics,2,164.23,292.33,Ibadan,Store D,Offline,Card,0.11,68.99
ORD10487,18/09/2024,Office Chair,Furniture,4,66.55,218.28,Kano,Store D,Offline,Card,0.18,45.41
ORD10488,31/03/2024,Laptop Sleeve,Accessories,3,154.89,353.15,Ibadan,Store B,Online,Card,0.24,62.93
ORD10489,11/05/2024,Office Chair,Furniture,3,206.25,501.19,Lagos,Store D,Offline,Mobile Money,0.19,111.81
ORD10490,21/06/2024,Backpack,Accessories,2,21.1,32.49,Kano,Store C,Offline,Mobile Money,0.23,4.48
ORD10491,17/06/2024,Stapler,Stationery,3,81.5,217.6,Lagos,Store B,Online,Cash,0.11,74
ORD10492,08/05/2024,Bookshelf,Furniture,2,216.31,337.44,Lagos,Store D,Offline,Cash,0.22,97.35
ORD10493,09/10/2024,Notebook,Stationery,2,283.06,537.81,Lagos,Store D,Online,Card,0.05,136.47
ORD10494,05/05/2024,Drawer Cabinet,Furniture,1,118.93,103.47,Ibadan,Store D,Online,Cash,0.13,25.56
ORD10495,15/07/2024,Laptop Stand,Electronics,1,284.6,253.29,Abuja,Store B,Online,Transfer,0.11,73.15
ORD10496,27/09/2024,Drawer Cabinet,Furniture,3,225,580.5,Ibadan,Store A,Online,Cash,0.14,131.4
ORD10497,28/05/2024,Laptop Stand,Electronics,4,209.73,796.97,Kano,Store B,Offline,Cash,0.05,84.47
ORD10498,17/08/2024,Bookshelf,Furniture,5,73.97,295.88,Kano,Store B,Online,Card,0.2,52.4
ORD10499,10/12/2024,Drawer Cabinet,Furniture,3,291.3,734.08,Ibadan,Store A,Online,Mobile Money,0.16,214.48
ORD10500,25/06/2024,Bookshelf,Furniture,3,58.33,145.24,Port Harcourt,Store B,Online,Cash,0.17,31.26
ORD10501,25/08/2024,Laptop Sleeve,Accessories,1,284.47,267.4,Port Harcourt,Store D,Online,Mobile Money,0.06,46.76
ORD10502,12/07/2024,Phone Case,Accessories,1,130.4,123.88,Abuja,Store D,Online,Cash,0.05,29.75
ORD10503,22/09/2024,Backpack,Accessories,3,136.32,400.78,Port Harcourt,Store B,Online,Card,0.02,126.22
ORD10504,22/01/2024,Desk Organizer,Stationery,2,256.93,436.78,Lagos,Store A,Offline,Mobile Money,0.15,113.94
ORD10505,27/04/2024,Backpack,Accessories,2,124.71,241.94,Lagos,Store A,Online,Mobile Money,0.03,41.43
ORD10506,12/03/2024,Desk Organizer,Stationery,3,239.97,662.32,Port Harcourt,Store C,Offline,Transfer,0.08,170.72
ORD10507,28/09/2024,Laptop Stand,Electronics,2,80.27,139.67,Abuja,Store A,Offline,Mobile Money,0.13,47.47
ORD10508,28/11/2024,Wireless Mouse,Electronics,4,109.21,432.47,Kano,Store C,Offline,Transfer,0.01,118.12
ORD10509,02/09/2024,Phone Case,Accessories,1,143.09,131.64,Abuja,Store D,Offline,Card,0.08,32.95
ORD10510,10/08/2024,Notebook,Stationery,5,140.43,547.68,Ibadan,Store B,Online,Card,0.22,77.03
ORD10511,03/06/2024,Laptop Sleeve,Accessories,5,163.87,770.19,Ibadan,Store D,Offline,Transfer,0.06,250.17
ORD10512,19/11/2024,Stapler,Stationery,5,15,66.75,Port Harcourt,Store C,Online,Card,0.11,14.96
ORD10513,27/12/2024,Stapler,Stationery,5,233.16,1084.19,Abuja,Store A,Online,Card,0.07,358.66
ORD10514,15/03/2024,Stapler,Stationery,1,168.81,158.68,Ibadan,Store C,Online,Mobile Money,0.06,41.89
ORD10515,11/08/2024,Office Chair,Furniture,2,19.95,39.1,Abuja,Store B,Online,Mobile Money,0.02,11.58
ORD10516,03/11/2024,USB Cable,Electronics,1,271.97,263.81,Abuja,Store D,Online,Transfer,0.03,51.07
ORD10517,09/08/2024,Laptop Sleeve,Accessories,1,142.97,107.23,Kano,Store D,Online,Transfer,0.25,25.78
ORD10518,01/02/2024,Pen Pack,Stationery,4,151.45,545.22,Ibadan,Store D,Online,Cash,0.1,61.31
ORD10519,04/01/2024,Pen Pack,Stationery,2,150.08,270.14,Port Harcourt,Store C,Offline,Card,0.1,77.94
ORD10520,19/06/2024,Phone Case,Accessories,1,262.73,260.1,Lagos,Store A,Online,Cash,0.01,46.09
ORD10521,08/03/2024,Bookshelf,Furniture,2,227.54,405.02,Port Harcourt,Store B,Offline,Card,0.11,81.87
ORD10522,18/04/2024,Office Chair,Furniture,1,225.34,202.81,Lagos,Store A,Offline,Transfer,0.1,35.08
ORD10523,16/10/2024,Laptop Sleeve,Accessories,4,142.34,489.65,Port Harcourt,Store A,Offline,Cash,0.14,159.69
ORD10524,26/07/2024,USB Cable,Electronics,1,65.65,63.02,Abuja,Store B,Online,Mobile Money,0.04,18.16
ORD10525,03/09/2024,Office Chair,Furniture,4,136.25,452.35,Ibadan,Store A,Online,Transfer,0.17,153.44
ORD10526,13/05/2024,Drawer Cabinet,Furniture,1,226,207.92,Kano,Store C,Online,Card,0.08,70.71
ORD10527,06/12/2024,Notebook,Stationery,2,295.68,455.35,Lagos,Store A,Online,Card,0.23,60.36
ORD10528,09/02/2024,Desk Organizer,Stationery,1,207.4,180.44,Ibadan,Store D,Online,Transfer,0.13,48.38
ORD10529,03/01/2024,Desk Organizer,Stationery,1,107.41,103.11,Kano,Store D,Online,Cash,0.04,29.82
ORD10530,08/09/2024,Drawer Cabinet,Furniture,1,107.63,85.03,Kano,Store A,Online,Transfer,0.21,27.86
ORD10531,02/10/2024,Laptop Stand,Electronics,1,270.75,227.43,Ibadan,Store C,Offline,Transfer,0.16,55.23
ORD10532,09/02/2024,Laptop Sleeve,Accessories,4,178.88,658.28,Port Harcourt,Store A,Offline,Cash,0.08,110.19
ORD10533,11/08/2024,Laptop Sleeve,Accessories,3,201.6,459.65,Abuja,Store B,Offline,Card,0.24,112.37
ORD10534,22/06/2024,Laptop Sleeve,Accessories,2,79.87,132.58,Lagos,Store C,Offline,Card,0.17,38.71
ORD10535,25/10/2024,Standing Desk,Furniture,4,100.6,362.16,Ibadan,Store A,Offline,Cash,0.1,43.57
ORD10536,06/03/2024,Laptop Sleeve,Accessories,5,205.71,956.55,Abuja,Store D,Online,Card,0.07,243.3
ORD10537,05/04/2024,Bluetooth Speaker,Electronics,1,107.06,85.65,Abuja,Store D,Online,Cash,0.2,15.56
ORD10538,14/11/2024,Backpack,Accessories,4,87.3,335.23,Kano,Store A,Offline,Cash,0.04,89.67
ORD10539,26/11/2024,Bluetooth Speaker,Electronics,1,137.73,118.45,Port Harcourt,Store D,Online,Card,0.14,15.19
ORD10540,22/10/2024,Phone Case,Accessories,1,253.67,248.6,Kano,Store C,Online,Transfer,0.02,54.45
ORD10541,11/05/2024,Phone Case,Accessories,4,50.05,172.17,Ibadan,Store A,Online,Mobile Money,0.14,20.14
ORD10542,19/07/2024,Laptop Stand,Electronics,4,256.4,1005.09,Ibadan,Store D,Online,Mobile Money,0.02,186.99
ORD10543,12/12/2024,Laptop Stand,Electronics,4,204.22,735.19,Abuja,Store B,Online,Mobile Money,0.1,76.38
ORD10544,24/08/2024,Phone Case,Accessories,1,252.87,209.88,Abuja,Store D,Offline,Mobile Money,0.17,70.46
ORD10545,31/10/2024,Laptop Stand,Electronics,1,233.99,205.91,Abuja,Store B,Offline,Transfer,0.12,42.13
ORD10546,01/06/2024,Keyboard,Electronics,1,126.9,121.82,Lagos,Store C,Offline,Card,0.04,42.12
ORD10547,12/12/2024,Stapler,Stationery,1,148.84,114.61,Kano,Store D,Offline,Transfer,0.23,32.67
ORD10548,12/04/2024,Phone Case,Accessories,4,15.31,49.6,Port Harcourt,Store B,Online,Cash,0.19,5.57
ORD10549,20/10/2024,Wireless Mouse,Electronics,1,251.92,231.77,Kano,Store D,Online,Mobile Money,0.08,51.74
ORD10550,10/10/2024,Phone Case,Accessories,5,46.99,190.31,Ibadan,Store B,Online,Transfer,0.19,24.01
ORD10551,11/08/2024,Backpack,Accessories,5,262.2,1101.24,Abuja,Store A,Online,Transfer,0.16,170.27
ORD10552,28/10/2024,Bookshelf,Furniture,4,151.79,473.58,Port Harcourt,Store B,Offline,Card,0.22,66.36
ORD10553,22/11/2024,Pen Pack,Stationery,5,169.07,786.18,Abuja,Store A,Offline,Transfer,0.07,257.33
ORD10554,28/01/2024,Standing Desk,Furniture,3,222.16,593.17,Abuja,Store D,Offline,Transfer,0.11,132.39
ORD10555,07/07/2024,Stapler,Stationery,2,110.52,174.62,Lagos,Store D,Online,Transfer,0.21,50.01
ORD10556,05/12/2024,Laptop Stand,Electronics,2,215.35,391.94,Port Harcourt,Store A,Offline,Card,0.09,105.48
ORD10557,24/08/2024,Laptop Sleeve,Accessories,1,285.16,225.28,Lagos,Store B,Offline,Card,0.21,54.85
ORD10558,19/05/2024,Drawer Cabinet,Furniture,2,134.16,228.07,Ibadan,Store B,Offline,Cash,0.15,52.2
ORD10559,27/05/2024,USB Cable,Electronics,1,193.69,174.32,Lagos,Store A,Online,Card,0.1,25.38
ORD10560,22/06/2024,Office Chair,Furniture,4,209.68,712.91,Port Harcourt,Store D,Online,Cash,0.15,124.23
ORD10561,14/05/2024,Notebook,Stationery,4,136.67,519.35,Ibadan,Store B,Online,Card,0.05,54.81
ORD10562,23/09/2024,Standing Desk,Furniture,2,237.92,390.19,Kano,Store A,Online,Mobile Money,0.18,92.26
ORD10563,15/09/2024,Wireless Mouse,Electronics,2,126.26,196.97,Abuja,Store B,Online,Transfer,0.22,59.69
ORD10564,21/11/2024,Standing Desk,Furniture,4,246.16,925.56,Kano,Store B,Offline,Cash,0.06,172.69
ORD10565,30/07/2024,Keyboard,Electronics,1,102.26,87.94,Port Harcourt,Store C,Online,Cash,0.14,25.06
ORD10566,29/12/2024,Laptop Stand,Electronics,4,19.96,71.86,Ibadan,Store D,Online,Mobile Money,0.1,21.94
ORD10567,04/01/2024,USB Cable,Electronics,2,192.48,327.22,Lagos,Store D,Online,Cash,0.15,104.41
ORD10568,22/01/2024,Stapler,Stationery,5,65.5,288.2,Ibadan,Store D,Offline,Card,0.12,39.48
ORD10569,28/08/2024,Laptop Stand,Electronics,3,74.14,211.3,Lagos,Store B,Online,Transfer,0.05,50.64
ORD10570,21/05/2024,Desk Organizer,Stationery,2,253.19,410.17,Kano,Store C,Offline,Card,0.19,129.36
ORD10571,31/03/2024,Desk Organizer,Stationery,5,130.08,520.32,Kano,Store D,Offline,Card,0.2,81.1
ORD10572,01/12/2024,Wireless Mouse,Electronics,4,299.4,1077.84,Ibadan,Store C,Offline,Card,0.1,179.46
ORD10573,24/03/2024,USB Cable,Electronics,4,118.68,403.51,Ibadan,Store A,Online,Cash,0.15,67.26
ORD10574,27/11/2024,Pen Pack,Stationery,2,298.98,556.1,Lagos,Store D,Offline,Cash,0.07,71.64
ORD10575,09/09/2024,Standing Desk,Furniture,5,101.68,482.98,Abuja,Store C,Online,Cash,0.05,88.67
ORD10576,26/02/2024,Bookshelf,Furniture,5,61.2,232.56,Port Harcourt,Store C,Online,Card,0.24,75.06
ORD10577,12/05/2024,Desk Organizer,Stationery,5,118.86,582.41,Port Harcourt,Store D,Online,Mobile Money,0.02,107.16
ORD10578,05/04/2024,Drawer Cabinet,Furniture,4,32.57,115.95,Port Harcourt,Store C,Offline,Transfer,0.11,15.13
ORD10579,01/11/2024,Pen Pack,Stationery,3,196.84,572.8,Abuja,Store A,Offline,Cash,0.03,179.67
ORD10580,21/06/2024,Pen Pack,Stationery,2,201.09,321.74,Lagos,Store D,Offline,Card,0.2,85.43
ORD10581,27/03/2024,Keyboard,Electronics,2,15.82,28.79,Abuja,Store B,Online,Card,0.09,9.01
ORD10582,24/09/2024,Bluetooth Speaker,Electronics,4,235.14,931.15,Abuja,Store A,Offline,Mobile Money,0.01,297.82
ORD10583,23/08/2024,Office Chair,Furniture,5,187.14,860.84,Port Harcourt,Store D,Offline,Mobile Money,0.08,92.7
ORD10584,12/05/2024,Backpack,Accessories,2,133.98,222.41,Kano,Store A,Online,Mobile Money,0.17,51.43
ORD10585,01/04/2024,Drawer Cabinet,Furniture,2,120.06,206.5,Abuja,Store A,Online,Mobile Money,0.14,58.2
ORD10586,17/10/2024,Laptop Sleeve,Accessories,5,195.1,799.91,Kano,Store D,Online,Mobile Money,0.18,119.6
ORD10587,22/02/2024,USB Cable,Electronics,2,208.1,328.8,Ibadan,Store C,Online,Card,0.21,60.76
ORD10588,05/06/2024,Bookshelf,Furniture,3,210.83,531.29,Ibadan,Store C,Online,Cash,0.16,131.74
ORD10589,12/08/2024,Office Chair,Furniture,5,5.2,24.7,Lagos,Store A,Offline,Cash,0.05,3.84
ORD10590,28/12/2024,Desk Organizer,Stationery,2,242.9,417.79,Port Harcourt,Store C,Online,Card,0.14,61.84
ORD10591,29/01/2024,Bluetooth Speaker,Electronics,1,237.64,213.88,Lagos,Store D,Offline,Card,0.1,51.31
ORD10592,29/09/2024,Desk Organizer,Stationery,2,247.34,440.27,Lagos,Store A,Online,Mobile Money,0.11,57.97
ORD10593,24/12/2024,Laptop Sleeve,Accessories,1,129.75,111.58,Kano,Store D,Offline,Mobile Money,0.14,27.51
ORD10594,08/03/2024,Desk Organizer,Stationery,4,76.37,259.66,Lagos,Store C,Online,Mobile Money,0.15,60.86
ORD10595,13/02/2024,Laptop Sleeve,Accessories,2,66.49,103.72,Abuja,Store A,Online,Cash,0.22,18.22
ORD10596,03/12/2024,Phone Case,Accessories,2,229.32,366.91,Abuja,Store B,Offline,Transfer,0.2,67.81
ORD10597,12/12/2024,USB Cable,Electronics,2,191.47,379.11,Lagos,Store D,Online,Card,0.01,59.31
ORD10598,16/03/2024,Office Chair,Furniture,5,134.67,552.15,Port Harcourt,Store D,Online,Mobile Money,0.18,183.78
ORD10599,01/02/2024,Notebook,Stationery,5,225.76,1117.51,Port Harcourt,Store A,Online,Transfer,0.01,288.55
ORD10600,09/10/2024,Notebook,Stationery,5,137.81,523.68,Port Harcourt,Store C,Offline,Cash,0.24,56.87
ORD10601,28/08/2024,Desk Organizer,Stationery,3,229.35,674.29,Abuja,Store D,Offline,Mobile Money,0.02,136.25
ORD10602,06/04/2024,Drawer Cabinet,Furniture,5,191.65,785.77,Abuja,Store B,Online,Cash,0.18,156.08
ORD10603,15/12/2024,Backpack,Accessories,3,255.41,590,Lagos,Store C,Online,Transfer,0.23,176.63
ORD10604,27/12/2024,Notebook,Stationery,3,133.2,371.63,Lagos,Store A,Offline,Mobile Money,0.07,68.83
ORD10605,03/01/2024,Standing Desk,Furniture,5,250.64,1140.41,Abuja,Store B,Online,Card,0.09,290.35
ORD10606,24/06/2024,Office Chair,Furniture,2,220.39,334.99,Abuja,Store A,Offline,Cash,0.24,37.05
ORD10607,02/02/2024,Keyboard,Electronics,1,214.91,208.46,Ibadan,Store B,Offline,Mobile Money,0.03,30.63
ORD10608,26/04/2024,Pen Pack,Stationery,5,91.18,423.99,Abuja,Store A,Offline,Cash,0.07,135.86
ORD10609,27/01/2024,Stapler,Stationery,3,293.82,766.87,Kano,Store A,Online,Mobile Money,0.13,144.99
ORD10610,16/07/2024,Stapler,Stationery,5,76.02,349.69,Kano,Store C,Online,Cash,0.08,110.22
ORD10611,14/05/2024,Keyboard,Electronics,2,199.15,330.59,Kano,Store C,Offline,Mobile Money,0.17,68.98
ORD10612,01/06/2024,Phone Case,Accessories,4,170.29,681.16,Kano,Store B,Online,Card,0,228.57
ORD10613,09/12/2024,Bookshelf,Furniture,4,113.11,343.85,Lagos,Store B,Offline,Transfer,0.24,47.3
ORD10614,17/12/2024,Bookshelf,Furniture,1,21.42,20.78,Kano,Store A,Offline,Card,0.03,4.66
ORD10615,10/11/2024,Office Chair,Furniture,3,8.3,21.17,Abuja,Store B,Online,Mobile Money,0.15,7.3
ORD10616,09/07/2024,Standing Desk,Furniture,2,109.36,172.79,Lagos,Store D,Offline,Card,0.21,53.76
ORD10617,20/01/2024,Bluetooth Speaker,Electronics,2,117.83,197.95,Kano,Store A,Online,Cash,0.16,57.73
ORD10618,17/03/2024,Notebook,Stationery,5,94.95,470,Port Harcourt,Store A,Online,Transfer,0.01,59.59
ORD10619,08/12/2024,Standing Desk,Furniture,2,104.2,185.48,Lagos,Store A,Offline,Cash,0.11,34.7
ORD10620,16/11/2024,Keyboard,Electronics,3,269.12,750.84,Lagos,Store D,Online,Transfer,0.07,253.6
ORD10621,20/02/2024,Desk Organizer,Stationery,4,272.06,837.94,Lagos,Store A,Online,Transfer,0.23,261.66
ORD10622,29/06/2024,Office Chair,Furniture,5,269.68,1105.69,Abuja,Store D,Offline,Card,0.18,274.5
ORD10623,23/10/2024,Bluetooth Speaker,Electronics,5,226.39,1052.71,Port Harcourt,Store A,Online,Transfer,0.07,335.79
ORD10624,27/12/2024,Bookshelf,Furniture,4,142.71,468.09,Ibadan,Store B,Online,Cash,0.18,95.89
ORD10625,13/11/2024,Standing Desk,Furniture,1,290.57,238.27,Lagos,Store A,Online,Mobile Money,0.18,78.26
ORD10626,01/05/2024,Notebook,Stationery,4,280.47,886.29,Ibadan,Store A,Online,Cash,0.21,309.81
ORD10627,18/06/2024,Standing Desk,Furniture,1,56.67,47.6,Abuja,Store B,Offline,Card,0.16,10.58
ORD10628,28/09/2024,Laptop Sleeve,Accessories,3,111.77,258.19,Kano,Store A,Online,Transfer,0.23,69.73
ORD10629,10/12/2024,Stapler,Stationery,1,60.35,56.73,Kano,Store D,Offline,Card,0.06,10.28
ORD10630,04/05/2024,USB Cable,Electronics,3,27.82,78.45,Lagos,Store C,Online,Transfer,0.06,21
ORD10631,01/09/2024,Drawer Cabinet,Furniture,3,157.67,378.41,Abuja,Store B,Online,Card,0.2,44.68
ORD10632,17/09/2024,Standing Desk,Furniture,3,295.43,868.56,Ibadan,Store C,Offline,Mobile Money,0.02,171.48
ORD10633,18/02/2024,Stapler,Stationery,2,46.32,80.6,Ibadan,Store C,Offline,Cash,0.13,14.07
ORD10634,20/03/2024,Wireless Mouse,Electronics,4,291.54,897.94,Kano,Store B,Online,Card,0.23,103.24
ORD10635,31/07/2024,Laptop Sleeve,Accessories,2,158.65,257.01,Abuja,Store D,Offline,Cash,0.19,70.4
ORD10636,15/03/2024,Notebook,Stationery,3,89.86,218.36,Abuja,Store D,Online,Transfer,0.19,36.44
ORD10637,24/08/2024,Wireless Mouse,Electronics,1,192.97,189.11,Kano,Store D,Online,Card,0.02,25.31
ORD10638,20/03/2024,Phone Case,Accessories,1,274.99,255.74,Kano,Store B,Online,Cash,0.07,54.62
ORD10639,09/11/2024,Standing Desk,Furniture,1,115.88,115.88,Port Harcourt,Store C,Offline,Cash,0,33.32
ORD10640,20/08/2024,Stapler,Stationery,5,208.21,874.48,Abuja,Store A,Online,Card,0.16,158.23
ORD10641,07/11/2024,Laptop Sleeve,Accessories,1,60.57,50.88,Lagos,Store C,Offline,Card,0.16,10.32
ORD10642,03/08/2024,Phone Case,Accessories,1,167.92,139.37,Lagos,Store C,Offline,Mobile Money,0.17,42.46
ORD10643,28/01/2024,Keyboard,Electronics,3,43.84,124.94,Kano,Store D,Online,Card,0.05,17.51
ORD10644,25/04/2024,Drawer Cabinet,Furniture,1,8.4,7.22,Lagos,Store A,Online,Mobile Money,0.14,2.24
ORD10645,05/05/2024,Bluetooth Speaker,Electronics,3,103.48,254.56,Lagos,Store B,Online,Transfer,0.18,38.99
ORD10646,12/05/2024,Wireless Mouse,Electronics,2,43.12,69.85,Port Harcourt,Store B,Online,Cash,0.19,14.84
ORD10647,03/10/2024,Drawer Cabinet,Furniture,1,114.69,99.78,Lagos,Store C,Online,Mobile Money,0.13,29.18
ORD10648,13/09/2024,Phone Case,Accessories,5,236.86,1077.71,Kano,Store C,Online,Transfer,0.09,198.05
ORD10649,25/01/2024,Desk Organizer,Stationery,5,100.62,422.6,Lagos,Store A,Offline,Mobile Money,0.16,87.46
ORD10650,12/10/2024,Backpack,Accessories,3,175.03,430.57,Kano,Store D,Offline,Cash,0.18,150.61
ORD10651,21/02/2024,Desk Organizer,Stationery,3,198.4,571.39,Ibadan,Store A,Offline,Transfer,0.04,73.26
ORD10652,30/09/2024,Notebook,Stationery,3,117.67,342.42,Ibadan,Store A,Offline,Transfer,0.03,78.72
ORD10653,05/09/2024,Laptop Stand,Electronics,1,232.76,200.17,Port Harcourt,Store A,Online,Card,0.14,44.8
ORD10654,30/06/2024,Bluetooth Speaker,Electronics,3,94.9,239.15,Abuja,Store A,Online,Card,0.16,67.89
ORD10655,17/04/2024,Bookshelf,Furniture,4,285.94,869.26,Ibadan,Store B,Online,Cash,0.24,132.57
ORD10656,15/10/2024,Phone Case,Accessories,5,187.95,761.2,Port Harcourt,Store B,Offline,Transfer,0.19,222.69
ORD10657,14/01/2024,Standing Desk,Furniture,2,269.58,501.42,Ibadan,Store A,Offline,Mobile Money,0.07,67.97
ORD10658,30/03/2024,Drawer Cabinet,Furniture,2,281.16,421.74,Lagos,Store C,Offline,Transfer,0.25,79.95
ORD10659,03/09/2024,Keyboard,Electronics,3,207.02,478.22,Lagos,Store D,Offline,Card,0.23,134.13
ORD10660,18/08/2024,Wireless Mouse,Electronics,1,9.76,7.91,Lagos,Store A,Online,Transfer,0.19,1.52
ORD10661,20/04/2024,Standing Desk,Furniture,2,249.12,393.61,Abuja,Store A,Offline,Cash,0.21,75.91
ORD10662,12/06/2024,Laptop Sleeve,Accessories,4,11.82,41.61,Kano,Store C,Offline,Mobile Money,0.12,4.3
ORD10663,15/06/2024,Office Chair,Furniture,1,141.53,110.39,Abuja,Store A,Offline,Card,0.22,33.42
ORD10664,31/08/2024,Phone Case,Accessories,5,44.76,179.04,Ibadan,Store A,Online,Card,0.2,31.51
ORD10665,02/10/2024,Laptop Sleeve,Accessories,4,15.93,61.81,Kano,Store A,Offline,Card,0.03,12.19
ORD10666,17/11/2024,USB Cable,Electronics,5,262.54,1076.41,Port Harcourt,Store A,Online,Mobile Money,0.18,211.25
ORD10667,04/10/2024,Drawer Cabinet,Furniture,5,231.85,904.22,Kano,Store C,Online,Card,0.22,286.06
ORD10668,24/12/2024,Phone Case,Accessories,1,150.98,128.33,Ibadan,Store C,Online,Card,0.15,17.63
ORD10669,30/09/2024,Keyboard,Electronics,4,26.15,80.54,Abuja,Store D,Offline,Transfer,0.23,27.71
ORD10670,23/02/2024,Desk Organizer,Stationery,2,199.79,347.63,Ibadan,Store A,Online,Transfer,0.13,50.09
ORD10671,20/02/2024,Laptop Stand,Electronics,2,56.19,93.28,Port Harcourt,Store A,Offline,Mobile Money,0.17,11.82
ORD10672,26/08/2024,Keyboard,Electronics,5,38.04,161.67,Ibadan,Store D,Offline,Card,0.15,26.53
ORD10673,16/01/2024,Backpack,Accessories,1,25.39,20.31,Lagos,Store D,Offline,Card,0.2,4.53
ORD10674,19/08/2024,Keyboard,Electronics,1,138.07,109.08,Port Harcourt,Store D,Online,Cash,0.21,25.36
ORD10675,16/01/2024,Backpack,Accessories,4,234.03,786.34,Kano,Store A,Online,Mobile Money,0.16,209.45
ORD10676,07/10/2024,Bookshelf,Furniture,2,150.93,292.8,Lagos,Store B,Offline,Card,0.03,82.26
ORD10677,08/05/2024,Notebook,Stationery,5,33.79,148.68,Port Harcourt,Store C,Offline,Transfer,0.12,20.71
ORD10678,09/05/2024,Standing Desk,Furniture,5,187.74,713.41,Lagos,Store B,Online,Cash,0.24,179.02
ORD10679,31/03/2024,Laptop Sleeve,Accessories,5,275.33,1183.92,Ibadan,Store D,Online,Card,0.14,343.03
ORD10680,06/05/2024,Notebook,Stationery,3,227.77,655.98,Kano,Store A,Offline,Cash,0.04,126.02
ORD10681,15/09/2024,Pen Pack,Stationery,2,146.94,273.31,Kano,Store D,Online,Cash,0.07,71.23
ORD10682,18/02/2024,Keyboard,Electronics,2,139.17,253.29,Lagos,Store A,Online,Mobile Money,0.09,26.63
ORD10683,14/07/2024,Laptop Sleeve,Accessories,1,299.41,278.45,Ibadan,Store A,Online,Transfer,0.07,47.05
ORD10684,28/05/2024,Backpack,Accessories,2,74.38,111.57,Abuja,Store A,Offline,Transfer,0.25,13.08
ORD10685,23/02/2024,Standing Desk,Furniture,3,108.71,244.6,Lagos,Store B,Offline,Cash,0.25,71.24
ORD10686,08/11/2024,Wireless Mouse,Electronics,3,182.6,449.2,Lagos,Store D,Offline,Transfer,0.18,68.89
ORD10687,11/01/2024,Stapler,Stationery,5,10.64,46.28,Lagos,Store B,Online,Mobile Money,0.13,6.12
